datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-02-25T17:15:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90133	Plantae	Monocotyledon			Poaceae	Setaria	vulpiseta		Setaria vulpiseta	(Lam.) Roem. & Schult.		2004	03	03	Melo, PHA de	1114					2004	09		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16. Início da trilha da mata.	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>Erva terrestre, com espiguetas verde-amareladas.; No subosque de mata seca.</nO>	BHCB060112																				
2022-02-25T17:15:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90134	Plantae	Monocotyledon			Poaceae	Setaria	vulpiseta		Setaria vulpiseta	(Lam.) Roem. & Schult.		2004	02	16	Melo, PHA de	1093					2004	09		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16. Divisa com Francisco Gonçalves Costa.	-20.382861	-45.6495	-45.6495	-20.382861			700	750									<nO>Erva, inflorescência verde.; Na borda de afloramento calcário.</nO>	BHCB060113																				
2024-06-21T20:12:08	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81590	Plantae	Dicotyledon			Amaranthaceae	Alternanthera			Alternanthera	Vahl		2003	03	06	Melo, PHA de	415								Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea escandente, terrestre, inflorescência creme.; Borda de afloramento calcáreo.</nO>	BHCB054408																				
2023-06-13T20:25:36	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78281	Plantae	Monocotyledon			Araceae	Anthurium			Anthurium	Schott.		2002	08	08	Melo, PHA de; Viana, PL	11								Southern America	Pains	Fazenda Massambará.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Sobre afloramento calcáreo. Herbácea.; Herbácea; sobre afloramento calcário</nO>																					
2020-12-11T11:43:22	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78539	Plantae	Monocotyledon			Araceae	Anthurium	pentaphyllum		Anthurium pentaphyllum	Schott		2002	12	30	Melo, PHA de	273					2005	05		Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>espádice verde com flores amarelas, espata rocha.; Herbácea, epífita,</nO>	BHCB037047																				
2023-06-13T20:25:36	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78635	Plantae	Monocotyledon			Araceae	Anthurium	pentaphyllum		Anthurium pentaphyllum	Schott		2003	01	31	Melo, PHA de; Lombardi, JA	369					2005	05		Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea. Terrestre.; Herbáceo</nO>	BHCB037046																				
2024-05-29T12:23:06	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	145739	Plantae	Dicotyledon			Araliaceae	Aralia	warmingiana		Aralia warmingiana	(Marchal) J.Wen		2008	11	28	Mansur, T	1								Southern America	Pains		0	0	-45.6614	-20.3706	18263		0	0									<nO>Floresta Estacional decidual</nO>																					
2023-07-07T21:05:19	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81619	Plantae	Dicotyledon			Fabaceae	Bauhinia	longifolia		Bauhinia longifolia	(Bong.) Steud.		2003	03	06	Melo, PHA de	449					2004	05		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Arbórea 4m, terrestre. Frutos imaturos verdes.; Borda de estrada dentro da mata.</nO>	BHCB065713																				
2024-05-29T12:23:51	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81596	Plantae	Dicotyledon			Asteraceae	Blainvillea	rhomboidea		Blainvillea rhomboidea	Cass.		2003	03	06	Melo, PHA de	423								Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea, rupestre, inflorescência amarela.; Borda de afloramento calcáreo.</nO>																					
2023-06-13T20:25:40	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78678	Plantae	Monocotyledon			Bromeliaceae							2003	01	31	Melo, PHA de; Lombardi, JA	412								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de afloramento calcáreo. Herbácea. Epífita. Frutos imaturos verdes.</nO>																					
2023-06-13T20:24:36	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	190329	Plantae	Dicotyledon			Solanaceae	Capsicum	baccatum		Capsicum baccatum	L.		2003	02	01	Melo, PHA de	413					2005	06		Southern America	Pains	Fazenda Amargoso, MG 439 Km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Prensada em álcool 70%, amostra preservada em sílica.; Arbusto, 3m, terrícola, encosta de afloramento, flor lilás.</nO>	BHCB190329																				
2024-06-25T10:40:11	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72447	Plantae				Amaryllidaceae	Hippeastrum	reticulatum		Hippeastrum reticulatum	Herb.		2003	03	06	Melo, P.H.A.	445				Melo, P.H.A.	2018	05	08		Pains		20°22'51.6"S	045°39'42.9"W	-45.661917	-20.381													<nO>Dentro de claraboia, herbácea, terrestre, inflorescênia rosa, látex translúcido.</nO>	HRCB072447																				
2024-06-25T10:43:53	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72536	Plantae				Malpighiaceae	Hiraea	fagifolia		Hiraea fagifolia	(DC.) A. Juss.		2003	04	16	Melo, P.H.A.	1001				Almeida, R.F.	2017	05	10		Pains		20°22'55.5"S	045°39'04.2"W	-45.651167	-20.382083													<nO>Trepadeira, terrícola, entorno do afloramento, vegetação relacionada a afloramento calcário, frutos imaturos com alas amareladas.</nO>	HRCB072536																				
2024-06-25T10:43:05	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	70991	Plantae				Fabaceae	Inga			Inga			2005	12	29	Melo, P.H.A.	1406									Pains		20°21'52.7"S	045°40'11.5"W	-45.669861	-20.364639			676	676									<nO>Árvore, terrícola, margem de curso d'água, vegetação relacionada a afloramento calcário, frutos imaturos verdes.</nO>	HRCB070991																				
2024-06-25T10:43:05	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	70994	Plantae				Fabaceae	Inga	marginata		Inga marginata	Willd.		2006	10		Melo, P.H.A.	2445				Queiroz, L.P.	2018	12			Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, 3,5 m., terrícola, entorno do afloramento, flores amarelo-claro, frutos imaturos verdes.</nO>	HRCB070994																				
2024-06-25T10:39:59	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	70444	Plantae				Acanthaceae	Justicia			Justicia			2003	05	25	Melo, P.H.A.	640									Pains		20°22'51.6"S	045°39'42.9"W	-45.661917	-20.381													<nO>Arbusto, terrícola, interior de afloramento, corola branca e roxa.</nO>	HRCB070444																				
2024-06-25T10:44:13	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73484	Plantae				Orchidaceae	Leptotes	bicolor		Leptotes bicolor	Lindl.		2006	11	25	Melo, P.H.A.	2427				Melo, P.H.A.	2007				Pains		20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Erva, epífita, interior do afloramento, flores alvas, labelo róseo.</nO>	HRCB073484																				
2024-06-25T10:43:07	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	71601	Plantae				Fabaceae	Leucochloron	incuriale		Leucochloron incuriale	(Vell.) Barneby & J.W. Grimes		2006	11	25	Melo, P.H.A.	2428				Queiroz, L.P.	2018	12			Pains		20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Árvore, terrícola, interior do afloramento, inflorescência creme.</nO>	HRCB071601																				
2024-06-25T10:43:07	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	70990	Plantae				Fabaceae	Lonchocarpus	cf.cultratus		Lonchocarpus cf.cultratus	(Vell.) A.M.G. Azevedo & H.C. Lima		2005	12	29	Melo, P.H.A.	1405				Queiroz, L.P.	2018	12			Pains		20°21'52.7"S	045°40'11.5"W	-45.669861	-20.364639			676	676									<nO>Árvore, terrícola, margem de curso d'água, vegetação relacionada a afloramento calcário, flores alvas.</nO>	HRCB070990																				
2024-06-25T10:43:57	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73144	Plantae				Marantaceae	Maranta	lindmanii		Maranta lindmanii	L. Andersson		2007	02	26	Melo, P.H.A.	2412				Saka, M.N.	2017	08			Pains		20°24'28.35"S	45°39'44.63"W	-45.662397	-20.407875													<nO>Erva, terrícola, entorno do afloramento, frutos imaturos amarelos.</nO>	HRCB073144																				
2024-06-25T10:44:11	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73323	Plantae				Nyctaginaceae	Mirabilis	jalapa		Mirabilis jalapa	L.		2005	01	08	Melo, P.H.A.	1430				Melo, P.H.A.	2018	07	13		Pains		20°21'27.04"S	45°39'53.32"W	-45.664811	-20.357511													<nO>Trepadeira, terrícola, entorno do afloramento, vegetação relacionada a afloramento calcário, flores vermelho escuro.</nO>	HRCB073323																				
2024-06-25T10:40:12	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	71956	Plantae				Anacardiaceae	Myracrodruon	urundeuva		Myracrodruon urundeuva	Allemão		2003	07	06	Melo, P.H.A.	763									Pains		20°22'51.6"S	045°39'42.9"W	-45.661917	-20.381													<nO>Árvore, terrícola, encosta de afloramento, vegetativo, somente folhas.</nO>	HRCB071956																				
2024-06-25T10:44:04	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73715	Plantae				Myrtaceae							2006	11	25	Melo, P.H.A.	2418									Pains	Nascentes do Rio São Miguel, Região da Onça.	20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Arbusto, terrícola, interio do afloramento, frutos imaturos verdes, amarelos quando maduros.</nO>	HRCB073715																				
2024-06-25T10:43:27	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	53017	Plantae				Lauraceae	Nectandra			Nectandra			2005	05	20	Melo, P.H.A.	1351									Pains	Região de Corumbá	20º20'18,1"S	45º37'55.2"W	-45.632	-20.338333													<nO>Arbórea, 10m.Habitat: Crescendo em pastagem frutos teratológicos</nO>	HRCB053017																				
2024-06-25T10:43:27	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73571	Plantae				Lauraceae	Nectandra			Nectandra			2006	10		Melo, P.H.A.	2442									Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, terrícola, entorno do afloramento, flores amareladas.</nO>	HRCB073571																				
2024-06-25T10:43:29	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73570	Plantae				Lauraceae	Nectandra	nitidula		Nectandra nitidula	Nees & Mart.		2006	11	25	Melo, P.H.A.	2416				Moraes, P.	2018	07	16		Pains		20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Árvore, terrícola, interior do afloramento, flores senescentes.</nO>	HRCB073570																				
2024-06-25T10:43:29	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73572	Plantae				Lauraceae	Nectandra	nitidula		Nectandra nitidula	Nees & Mart.		2006	10		Melo, P.H.A.	2453				Moraes, P.	2018	07	16		Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, terrícola, margem de curso d'água, frutos imaturos verdes.</nO>	HRCB073572																				
2024-06-25T10:43:29	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73573	Plantae				Lauraceae	Nectandra	nitidula		Nectandra nitidula	Nees & Mart.		2006	10		Melo, P.H.A.	2454				Moraes, P.	2018	07	16		Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, terrícola, margem de curso d'água, flor branca.</nO>	HRCB073573																				
2024-06-25T10:44:24	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72969	Plantae				Poaceae	Olyra	ciliatifolia		Olyra ciliatifolia	Raddi		2004	03	03	Melo, P.H.A.	1112				Viana, P.L.	2004	09			Pains	Fazenda Amargoso, MG 439 Km 16	20°22'51.6"S	45°38'42.9"W	-45.64525	-20.381													<nO>Erva, terrestre, interior do afloramento, vegetação relacionada a afloramento calcário, espiguetas estramínias.</nO>	HRCB072969																				
2024-06-25T10:44:29	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	69853	Plantae				Polypodiaceae	Pecluma	truncorum		Pecluma truncorum	(Lindm.) M.G. Price		2006	11	25	Melo, P.H.A.	2415				Prado, J.	2017	05			Pains		20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Erva, epífita, interior do afloramento.</nO>	HRCB069853																				
2024-06-25T10:44:20	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72164	Plantae				Piperaceae	Peperomia	rubricaulis		Peperomia rubricaulis	(Nees) A. Dietr.		2006	11		Melo, P.H.A.	2474									Pains	Fazenda Posse Grande, proximidades da CSN.	20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Erva, rupícola, interior do afloramento, espigas esverdeadas.</nO>	HRCB072164																				
2024-06-25T10:44:20	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72165	Plantae				Piperaceae	Peperomia	warmingii		Peperomia warmingii	C. DC.		2006	11		Melo, P.H.A.	2480				Marcusso, G.M.	2019	01	04		Pains	Fazenda Posse Grande, proximidades da CSN.	20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Erva, saxícola, interior do afloramento, espigas esverdeadas.</nO>	HRCB072165																				
2024-06-25T10:44:18	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73783	Plantae				Phytolaccaceae	Petiveria	alliacea		Petiveria alliacea	L.		2003	05	25	Melo, P.H.A.	639				Melo, P.H.A.	2018	07	20		Pains	Fazenda Amargoso, MG 439 Km 16	20°22'51.6"S	45°39'42.9"W	-45.661917	-20.381			750	750									<nO>Erva, terrícola, encosta de afloramento, terrestre, inflorescência branca, odor fétido.</nO>	HRCB073783																				
2024-06-25T10:44:54	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72329	Plantae				Verbenaceae	Petrea	volubilis		Petrea volubilis	L.		2006	11	25	Melo, P.H.A.	2436									Pains		20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Arbusto, terrícola, interior do afloramento, inflorescências azuladas.</nO>	HRCB072329																				
2024-06-25T10:40:09	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72401	Plantae				Amaranthaceae	Pfaffia			Pfaffia			2003	07	05	Melo, P.H.A.	1204									Pains		20°22'51.8"S	045°39'04.5"W	-45.65125	-20.381056													<nO>Erva, terrestre, entorno do afloramento, vegetação relacionada a afloramento calcário.</nO>	HRCB072401																				
2024-06-25T10:40:35	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72467	Plantae				Araceae	Philodendron			Philodendron			2005	12	29	Melo, P.H.A.	1407									Pains		20°21'52.7"S	045°40'11.5"W	-45.669861	-20.364639			676	676									<nO>Erva, saxícola, interior do afloramento, vegetação relacionada a afloramento calcário, espiga alva, espata verde.</nO>	HRCB072467																				
2024-06-25T10:40:35	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72468	Plantae				Araceae	Philodendron			Philodendron			2005	12	31	Melo, P.H.A.	1409									Pains		20°21'52.7"S	045°40'11.5"W	-45.669861	-20.364639			676	676									<nO>Erva, saxícola, interior do afloramento, vegetação relacionada a afloramento calcário, espiga alva, espata verde.</nO>	HRCB072468																				
2024-06-25T10:44:18	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72128	Plantae				Phyllanthaceae	Phyllanthus			Phyllanthus			2003	03	06	Melo, P.H.A.	443									Pains	Fazenda Amargoso, MG 439 Km 16	20°22'51.6"S	45°39'42.9"W	-45.661917	-20.381													<nO>Erva, saxícola, encosta de afloramento, vegetação relacionada a afloramento calcário, inflorescência creme.</nO>	HRCB072128																				
2024-06-25T10:44:18	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73785	Plantae				Phytolaccaceae	Phytolacca	dioica		Phytolacca dioica	L.		2006	11	25	Melo, P.H.A.	2430				Melo, P.H.A.	2018	07	20		Pains	Nascentes do Rio São Miguel, Região da Onça.	20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Árvore, rupicola, interior do afloramento, flores creme.</nO>	HRCB073785																				
2024-06-25T10:44:09	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73714	Plantae				Myrtaceae	Pimenta	pseudocaryophyllus		Pimenta pseudocaryophyllus	(Gomes) Landrum		2006	11	25	Melo, P.H.A.	2417				Melo, P.H.A.	2018	07			Pains	Nascentes do Rio São Miguel, Região da Onça.	20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Arbusto, terrícola, interior do afloramento, frutos imaturos verdes, vermelhos quando maduros.</nO>	HRCB073714																				
2024-06-25T10:44:21	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72153	Plantae				Piperaceae	Piper	aduncum		Piper aduncum	L.		2003	12	08	Melo, P.H.A.	986									Pains		20°23'05.7"S	45°38'57.7"W	-45.649361	-20.384917													<nO>Arbusto, terrestre, entorno do afloramento, vegetação relacionada a afloramento calcário.</nO>	HRCB072153																				
2024-06-25T10:44:21	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72163	Plantae				Piperaceae	Piper	amalago		Piper amalago	L.		2006	11	25	Melo, P.H.A.	2433									Pains		20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Arbusto, terrícola, margem de curso d'água, espigas esverdeadas.</nO>	HRCB072163																				
2024-06-25T10:44:29	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	69820	Plantae				Polypodiaceae	Pleopeltis	angusta		Pleopeltis angusta	Humb. & Bonpl. ex Willd.		2004	04	08	Melo, P.H.A.	1140				Prado, J.	2017	05			Pains		20°23'32.3''S	045°38'42.9''W	-45.64525	-20.392306													<nO>Erva, epífita, interior de afloramento, vegetação relacionada a afloramento calcário.</nO>	HRCB069820																				
2024-06-25T10:44:29	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	69860	Plantae				Polypodiaceae	Pleopeltis	minima		Pleopeltis minima	(Bory) J. Prado & R.Y. Hirai		2006	11		Melo, P.H.A.	2477				Prado, J.	2017	05			Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Erva, epífita, interior do afloramento.</nO>	HRCB069860																				
2024-06-25T10:44:29	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	69810	Plantae				Polypodiaceae	Pleopeltis	pleopeltifolia		Pleopeltis pleopeltifolia	(Raddi) Alston		2003	10	28	Melo, P.H.A.	926				Prado, J.	2017	05			Pains		20°23'14''S	045°38'59''W	-45.649722	-20.387222			750	750									<nO>Erva, epífita, interior de afloramento, vegetação relacionada a afloramento calcário.</nO>	HRCB069810																				
2024-06-25T10:40:18	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72453	Plantae				Annonaceae	Porcelia	macrocarpa		Porcelia macrocarpa	(Warm.) R.E. Fr.		2006	11	25	Melo, P.H.A.	2437				Melo, P.H.A.	2007				Pains		20°25'52.96"S	45°37'8.83"W	-45.619119	-20.431378													<nO>Vegetação relacionada a afloramento calcário, base do afloramento, árvore, flores esverdeadas.</nO>	HRCB072453																				
2024-06-25T10:40:28	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	71992	Plantae				Apocynaceae	Prestonia	cf. riedelii		Prestonia cf. riedelii	(Müll. Arg.) Markgr.		2003	12	08	Melo, P.H.A.	981				Melo, P.H.A.	2005	06			Pains		20°22'51.6"S	045°39'42.9"W	-45.661917	-20.381													<nO>Trepadeira, terrícola, encosta de afloramento, botões florais esverdeados.</nO>	HRCB071992																				
2024-06-25T10:43:55	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	70846	Plantae				Malvaceae	Pseudobombax			Pseudobombax			2003	09	09	Melo, P.H.A.	837									Pains		20°22'51.6"S	045°39'42.9"W	-45.661917	-20.381			750	750									<nO>Árvore, rupícola, interior de afloramento, interior de mata seca, sobre afloramento calcário, próximo ao vale da Bocaina.</nO>	HRCB070846																				
2024-06-25T10:40:02	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	70442	Plantae				Acanthaceae	Ruellia	brevifolia		Ruellia brevifolia	(Pohl) C. Ezcurra		2003	03	22	Melo, P.H.A.	504				Melo, P.H.A.	2017	12	01		Pains		20°22'51.6"S	045°39'42.9"W	-45.661917	-20.381													<nO>Arbusto, saxícola, interior de afloramento, inflorescência vermelha.</nO>	HRCB070442																				
2024-06-25T10:43:09	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	71603	Plantae				Fabaceae	Senegalia			Senegalia			2006	10		Melo, P.H.A.	2444									Pains		20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, terrícola, entorno do afloramento, inflorescência amarela, frutos imaturos verdes.</nO>	HRCB071603																				
2022-07-26T19:41:45	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	78529	Plantae				Pteridaceae	Hemionitis	tomentosa		Hemionitis tomentosa	(Lam.) Raddi		2003	12	30	Melo, PHA de	263				Salino, A				América	Pains	Fazenda Amargoso, MG 439 Km 16.	-20.387222	-45.649722	-45.649722	-20.387222													<nO>Herbácea, terrestre, sobre afloramento calcário.</nO>																					
